0.0000	0.0000	
0.0000	0.0000	
-0.0200	-0.0200	
-0.0522	-0.0522	
-0.0901	-0.0901	
-0.1224	-0.1224	
-0.1293	-0.1293	
-0.1282	-0.1282	
-0.1152	-0.1152	
-0.1056	-0.1056	
-0.0973	-0.0973	
-0.0969	-0.0969	
-0.1003	-0.1003	
-0.1079	-0.1079	
-0.1132	-0.1132	
-0.1143	-0.1143	
-0.1084	-0.1084	
-0.0947	-0.0947	
-0.0728	-0.0728	
-0.0493	-0.0493	
-0.0217	-0.0217	
0.0038	0.0038	
0.0228	0.0228	
0.0337	0.0337	
0.0386	0.0386	
0.0416	0.0416	
0.0476	0.0476	
0.0612	0.0612	
0.0801	0.0801	
0.1002	0.1002	
0.1168	0.1168	
0.1282	0.1282	
0.1316	0.1316	
0.1271	0.1271	
0.1178	0.1178	
0.1063	0.1063	
0.0945	0.0945	
0.0835	0.0835	
0.0752	0.0752	
0.0674	0.0674	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
0.0000	0.0000	
